C10orf55	TNS1-AS1	AL117329.1	AC010789.1	LINC02672	LINC01537	LINC01940	AL023755.1	AC107419.1	AC011287.1	LINC01436	AC005064.1	CNTFR-AS1	UNC5B-AS1	HOXA11-AS	AC112206.2	LINC01234	PURPL	AC010343.3	LINC01605	AC091182.2	LINC02055	AP003555.1	LINC02688	AP000880.1	TBX5-AS1	RHOXF1-AS1	LINC00930	LINC01269	LINC02820	LINC01711	AC087623.2	AC010913.1	AC009159.3	FP236383.3	AC018865.2	AC092979.2	AL732437.2	condition
0.7853	1.0777	0.011	0.0675	0	0.0755	0.0177	0.16	0.1086	0.0509	3.4719	0.1358	0.0474	2.1807	0.0591	0.1352	0.0102	0.3632	0.2278	0.8104	0.7469	0.0387	1.6348	0.4478	0.3109	0.0587	1.3578	0.7427	0.8195	0.1188	3.8265	1.5726	0.128	2.2244	0	0.0751	0.4308	0	0
0.4218	0.8887	0	0	0.1193	0.5506	0.0276	0.0227	0	0	1.471	0	0	1.0903	0	0.0302	0.5969	0	0.1186	0.3165	0	0.0227	2.6962	5.653	0.4048	0.0229	0.27	0.6216	1.1204	0	2.2917	1.8428	0.3001	2.0373	0	0.0704	0	0	0
1.1171	0.0665	0.0041	0	0	0.1397	0.0196	0	0.0201	0.0668	0.0653	0	0	27.4078	0.0657	0.075	0.017	0	0.0211	2.9692	0.4738	0.0081	0.9076	1.054	0.2302	0.0163	0.2741	0.0147	26.2738	0	2.6199	0.6236	0.3317	0.8516	0	0	0	0.2615	0
0.1972	1.4214	0.0027	0.0986	0.0558	0.1287	0.0387	0.1381	0.0529	0.196	0.3439	0.281	0.0693	1.2744	0.0144	0.1411	0.2158	0.3136	0.1109	0.74	0.4676	0.0159	1.5923	1.1907	0.1893	0.0214	1.2263	0.6297	0.898	0	1.3044	1.2719	0.0779	2.3533	0	0.318	0.6293	0.0191	0
1.3866	0.4451	0.0027	0	0.0568	0.1497	0.2365	0.0865	0	0	0.525	0.101	0	6.2256	0.2638	0.1149	0.0227	2.8477	0.1129	1.928	0.4759	0	3.7814	2.9563	0.3082	0.1964	0.9177	0.1578	11.4242	0	9.2931	1.8373	0.3173	2.7373	0	0	0	0.0389	0
0.2134	1.796	0	0.0587	0	0.1313	0.0461	0.2782	0.1023	0.1931	0.3581	0.0984	0.0824	1.8202	0.0171	0.1763	0.0399	0.3541	0.165	0.9864	0.2783	0.0421	1.1056	1.0746	0.1802	0.0383	1.6099	1.107	0.7126	0.3099	1.7744	1.172	0.2041	1.3338	0.0122	0.1436	0.1248	0.0455	0
1.9013	0.3267	0.004	0	0.0417	0.5768	2.2374	0.0159	0.0099	0.0151	6.9992	0	0.0259	27.6984	0.1936	0.0105	0.0111	0.048	0.0828	1.857	1.1643	0.0132	11.2984	0.5277	0.7352	0.032	0.6735	0.1013	2.7946	0	4.0363	1.4096	0.6054	2.6784	0	0	0	2.4839	0
0.6616	0.1101	0.0045	0	0	0.4627	0.2816	0	0.0222	0.0057	2.2354	0	0	5.1308	0.145	0.0473	0.0125	0	0.0465	3.4757	0.9152	0.0059	5.8988	0.1536	0.508	0.0899	0.242	0.13	1.5064	0	7.8932	1.0324	0.523	1.2219	0	0.0184	0	0	0
0.1777	0.3903	0.0133	0.0977	0	1.6044	0	0.0211	0	0.0067	0.7672	0.1639	0	11.1195	0.0571	0.0559	0.0295	0.0159	0	0.1761	0.1546	0	1.7104	0.1816	0.2252	0	1.1444	0.3842	4.1551	0	0.3695	1.9527	0.0309	2.6667	0	0.174	0	0.1516	0
0.732	1.6583	0.0469	0.6469	0.4474	0.3754	0.0753	3.2072	0.1254	0.0887	2.7581	0.1205	0.0505	9.199	0.42	0.0617	0.0109	0.469	0.2629	1.8128	0.7956	0.0541	5.6115	1.8317	0.1104	0.0626	0.7627	0.0706	2.619	0	3.3288	0.8975	0.2046	1.7976	0	0	0.5353	0.0557	0
0.4529	1.3419	0.0097	0	0	0.1327	0.1398	0.2685	0.0716	0.244	0.2327	0.179	0.0937	2.07	0.026	0.1018	0.047	0.2612	0.3003	1.4957	1.266	0.0446	2.754	1.0154	0.1366	0.0774	1.2043	1.5212	1.8908	0.47	2.8587	1.629	0.1407	1.7191	0	0.0396	0.9465	0.0345	0
0.7054	1.2048	0.0105	0.3103	0.0439	0.1737	0.0406	0.3345	0.2394	0.1649	6.969	0.026	0	3.2094	0.068	0.1887	0.0351	0.0759	0.371	5.6839	1.5948	0.1279	4.9082	1.4416	0.1192	0.1182	1.9303	0.5032	2.238	0.2733	3.0065	1.8728	0.3435	3.3514	0.0161	0.1036	0.1651	0.0602	0
0.8324	1.7299	0.0161	0.4238	0	0.2213	2.931	0.1096	0.1137	0.186	4.4354	0.1421	0.0893	14.9025	0	0.2183	0.0256	0.1521	0.2146	3.8176	2.2786	0.0942	9.0136	1.5751	0.2604	0.0369	1.6437	0.5998	9.0083	0	3.3648	4.0923	0.5897	2.4089	0.0353	0.0566	0.9921	0.0986	0
3.539	0.2076	0.0025	0	0.053	7.3996	10.6862	0.0403	0.0251	0	2.9375	0	0	9.1925	0.4648	0.0268	0.0071	0.0153	7.2907	48.7691	28.7021	0.0034	13.0979	2.3099	0.2156	0.1221	0.2396	0.0184	27.5578	0	80.12	12.6169	0.2959	1.0636	0	0.0416	0	0.3265	0
0.7758	0.334	0.0051	0.6274	0.1065	0.1404	0.2465	0.1893	0.0084	0.1119	1.5868	0.0631	0.0441	6.002	0.33	5.0367	0.0189	0.0512	0.1235	3.0141	0.8929	0.0202	3.3781	0.4164	0.1928	0.6142	6.4505	0.037	3.3339	2.0993	2.1941	1.0445	0.1587	1.997	0.013	0.2652	0.3338	0.1946	0
1.542	0.1881	0.0046	0	0.096	0.4745	1.355	0.0914	0.0114	0.0174	1.4051	0.0284	0	36.1749	0	0.0607	0	0.0553	1.5267	2.1387	1.0727	0.0334	8.903	10.8048	0.6513	0.1107	0.4964	0.3667	2.0599	0.2987	1.8434	0.7058	0.4023	2.0243	0	0	0.0902	0.0986	0
2.5819	1.2676	0.0094	0.6926	0	0.2584	6.1913	0.2239	0.0232	0.095	1.1325	0.0581	0.1216	17.4592	0.1518	0.2478	0	0.1836	10.3505	12.5292	6.571	0.0621	3.0299	0.5975	0.266	0.0753	0.8236	0.2552	1.3144	0.1525	14.6469	2.0178	0.2738	2.4604	0	0	0.7369	0.1343	0
1.6291	0.636	0.0073	0	0	0.5681	0.0704	0.0193	0	0.0184	0.625	0	0	7.0645	0.4188	0.0769	0.0203	0.0292	0	4.1962	3.9665	0.0128	4.1	1.2128	0.2064	0.078	4.0645	0.1761	1.4961	0	113.293	1.7151	0.2267	4.9901	0	0.0598	0	0.9032	0
0.4799	0.6439	0.0574	0.1319	0.5227	1.8949	0.0346	0.3128	0.0266	0.1221	2.3013	0.2876	0.0232	12.1099	0.0964	0.1133	0.0149	0.0753	0.2227	0.6338	0.2086	0.0497	2.3975	0.4903	0.2027	0.0431	1.231	0.9465	2.2034	0.1162	1.247	3.8439	0.2295	2.7747	0.0137	0.0294	0.5615	0.0512	0
0.1526	0.2482	0	0	0.0396	0.0522	0.0733	0.0301	0	0.0096	0.061	0.6098	0.0246	99.5315	0.0817	0.02	0.0264	0	0.0197	0.5039	0	0.0025	4.9888	1.3922	0	0.0152	0.307	0.7285	2.3357	0.1231	0.4627	1.5716	0.3981	0.477	0	0	0	0.0542	0
0.833	0.5081	0.0037	0	0.0381	0.0503	0.6176	0.0581	0.009	0.0046	0.4112	0.0226	0	116.1646	0.0984	0.0482	0	0	0.0568	1.9821	0.4261	0.0217	6.5283	2.8431	0.2587	0.2638	42.2678	0.1192	2.8635	0	6.2393	2.1868	0.5326	4.5944	0	0.015	0	0.1306	0
0.2358	0.1644	0	0	0	0.5874	0.0243	0	0.0249	0	0.727	2.1125	0	1.4369	0	0.0398	0.014	0.0151	0.0782	0.9456	0.4394	0.01	3.7403	2.09	0.498	0.2015	0.5422	0.0546	1.5469	0	3.0641	1.2336	0	1.79	0	0.1236	0.0986	0	0
0.3736	3.8358	0.007	0.3424	0.6297	0.0958	0.2915	0.4428	0.0115	1.2326	0.8958	0	0.3307	3.541	0.9754	0.1225	0.0194	0.2793	0.8428	4.0094	2.0303	0.0736	12.7894	0.2954	0.5259	0.2607	1.2214	0.4879	3.8987	0.4522	11.1647	1.6388	0.1895	3.7949	0.0178	0.0381	0.5465	0.1328	0
0.4281	1.0819	0.0114	0.0841	0	0.0314	0.2864	0.1813	0.0226	0.1038	1.3933	0.141	0	6.3047	0	0.0842	0.019	0.192	0.3548	1.8178	0.3989	0.0241	1.5846	0.5134	0.1937	0.0549	1.1999	0.1818	1.9149	0	1.9869	1.5398	0.2925	1.5294	0	0.0748	0.7157	0	0
0.2842	1.0786	0.0024	0	0	0.3239	0.2729	0.1497	0.6989	0.4227	2.1201	0.4659	0.0915	1.9081	0	0.1118	0	1.3455	0.8304	1.147	0.1373	0.0778	4.5579	5.2319	0.1334	0.0189	1.4613	0.4949	1.1864	0.1529	2.1336	0.9395	0.1647	2.5662	0	0.0966	0.4619	0.0337	0
0.5198	0.2195	0	0	0	0.0615	0	0.0237	0.0148	0.0038	0.3356	0.5531	0	9.2382	0.0321	0.0472	0.0041	0.0538	0.0155	0.6272	0.1738	0.002	2.2198	1.1674	0	0.0598	0.3218	0.0756	7.0105	0	2.4939	1.6015	0.226	3.1245	0	0	0	0.0213	0
2.8972	1.0904	0.0069	0.1695	0	0.411	5.8606	0.3288	0.0227	0.1511	0.5912	0.0853	0	1.6433	0.0248	0.2062	0.0256	0.6912	11.3235	26.3095	19.0282	0.1428	26.6921	1.3722	0.1302	0.0184	1.6433	0.2498	3.3451	0.1492	27.4729	1.7635	0.1608	3.8534	0	0.0189	0.7213	0.7887	0
0.4314	0.3684	0.0032	0	0	0.0442	0.435	0.1023	0	0.0325	0.931	0	0	1.84	0	0.0679	0.0269	0.0193	0.2336	2.7066	1.8756	0.0128	1.9159	1.5113	0	0.2322	0.7812	0.2798	2.341	0	3.6995	0.2962	0.1876	1.3484	0	0.0792	0	0	0
1.7161	0.1586	0	0	0.0405	0.5334	0.2247	0.0154	0.0192	0.0147	4.1149	0	0	1.2939	0.376	0.0205	0	0.0117	0.1408	5.7527	2.6	0.0077	3.4643	0.1328	0	1.9442	0.497	0.0141	3.1476	0	9.0544	0.8926	0.0226	1.0565	0	0	0	0.0277	0
0.8957	0.1951	0.0024	0	0.0498	0.2297	0	0.0379	0	0.0181	2.0711	0.059	0	8.4142	0.0771	0.0252	0	0	0	1.7958	1.1127	0.0189	5.683	0.2802	0.0676	0.0383	0.2575	0.121	4.6738	0	2.494	1.4643	0.306	3.0996	0	0	0	0	0
0.7591	0.6667	0.0114	0.2504	0	0.218	1.2684	0.2699	0.0336	0.0973	10.9208	0.084	0.0293	6.5831	0.122	0.0836	0.063	0.2315	0.5871	3.058	0.792	0.0628	5.5062	2.4155	0.7053	0.109	0.7636	0.3446	2.6616	0.147	4.1819	1.5288	0.396	2.2776	0.0174	0.0743	0.2665	0.1942	0
1.4548	1.0275	0.0229	0.2105	0.834	0.0785	0.1103	0.3177	0.0847	0.1155	2.2032	0	0.0739	9.2534	0	0.0301	0.0159	0	0.3553	3.0342	1.3316	0.0302	4.2507	0.3912	0.1617	0	1.0014	0.331	1.5981	0	3.7807	12.267	0.2663	3.3505	0.1751	0	0.672	0	0
3.4134	0.2328	0	0	0.2309	0.1957	0.0305	0	0	0.012	0.4067	0	0.0205	26.6018	0.0511	0.0334	0.0044	0.019	0.082	1.4702	0.5531	0.0146	5.7281	7.0873	6.1338	0.0507	0.2773	0.0344	0.4425	0	2.9201	3.2026	0.719	11.0004	0.0121	0	0	0.226	0
